"","id","original_title","title","original_language","overview","tagline","release_date","poster_path","popularity","vote_count","vote_average","budget","revenue","runtime","status","adult","backdrop_path","genre_names","collection","collection_name"
"223",348,"Alien","Alien","en","During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.","In space no one can hear you scream.",1979-05-25,"/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg",60.982,12083,8.1,1.1e+07,104931801,117,"Released",FALSE,"/hdHIjZxq3SWFqpAz4NFhdbud0iz.jpg","Horror, Science Fiction",8091,"Alien Collection"
"224",777620,"Caged","Caged","en","An African American male is imprisoned and placed in solitary confinement after being found guilty of murdering his wife, as he's haunted by internal demons and his dead wife, and pushed to the breaking point by an abusive female guard.","There is no getting out.",2021-01-26,"/8NUM43rtQSt0chumXGJPvnYb01I.jpg",60.884,86,6.7,0,0,81,"Released",FALSE,"/AX8VvTMrzEddzMa4zR2NNHUtZ9.jpg","Horror, Thriller",NA,NA
"225",420634,"Terrifier","Terrifier","en","On Halloween night, a young woman finds herself as the obsession of a sadistic murderer known as Art the Clown.","There is nothing more frightening than a clown after midnight.",2016-10-15,"/6PQqC4SbY910VvyVad6mvsboILU.jpg",60.726,612,6.5,1e+05,0,84,"Released",FALSE,"/naNXYdBzTEb1KwOdi1RbBkM9Zv1.jpg","Horror, Thriller",727761,"Terrifier Collection"
"226",585216,"Escape Room: Tournament of Champions","Escape Room: Tournament of Champions","en","Six people unwittingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive as they discover all the games that they've played before.","Winning was just the beginning.",2021-07-01,"/jGYJyPzVgrVV2bgClI9uvEZgVLE.jpg",60.72,1341,6.7,1.5e+07,44888959,88,"Released",FALSE,"/dsdbViTNjLu4DbgkkYmuY4xDQ20.jpg","Horror, Mystery, Thriller",769423,"Escape Room Collection"
"227",19994,"Jennifer's Body","Jennifer's Body","en","Jennifer, a gorgeous, seductive cheerleader takes evil to a whole new level after she's possessed by a sinister demon. Now it's up to her best friend to stop Jennifer's reign of terror before it's too late.","She's evil... and not just high school evil.",2009-09-18,"/wrkjsGcFJxcQqR56kJUYAEKKg2T.jpg",60.685,3104,5.8,1.6e+07,31556061,107,"Released",FALSE,"/aTmh5w201d86lt3juFk8tbK297Y.jpg","Comedy, Horror",NA,NA
"228",259072,"Wrong Turn 6: Last Resort","Wrong Turn 6: Last Resort","en","A sudden and mysterious inheritance brings Danny and his friends to Hobb Springs, a forgotten resort deep in the West Virginia hills. Hobb Springs is being looked after under the watchful care of Jackson and Sally, a socially awkward couple who introduce Danny to the long lost family he's never known. A clan by the name of Hillicker. But soon Danny learns his relatives have a different way of living, that for generations, the Hillickers have observed ancient traditions rooted in cannibalism and other taboo rituals.",NA,2014-08-22,"/cV1biK7jlHVXlQ7ErYe5MUSBGcx.jpg",60.624,664,5.3,1200000,0,91,"Released",FALSE,"/owvxfxEBt0piT6GSKLFApdufH7i.jpg","Horror",52985,"Wrong Turn Collection"
"229",215,"Saw II","Saw II","en","When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game.","Oh Yes... There Will Be Blood.",2005-10-28,"/sEXLZw7acI0aqHGSC5Bagd1LMt.jpg",60.408,4357,6.6,4e+06,147748505,89,"Released",FALSE,"/1lWeIA03iGXTlDv0yzsN0wUdT9T.jpg","Horror",656,"Saw Collection"
"23",610253,"Halloween Kills","Halloween Kills","en","The nightmare isn't over as unstoppable killer Michael Myers escapes from Laurie Strode's trap to continue his ritual bloodbath. Injured and taken to the hospital, Laurie fights through the pain as she inspires residents of Haddonfield, to rise up against Myers. Taking matters into their own hands, the Strode women and other survivors form a vigilante mob to hunt down Michael and end his reign of terror once and for all.","Evil dies tonight.",2021-10-14,"/qmJGd5IfURq8iPQ9KF3les47vFS.jpg",315.027,1941,6.7,2e+07,131647155,105,"Released",FALSE,"/5P0PtxIneLNMq7m0crF1R9Sjzpv.jpg","Horror, Thriller",91361,"Halloween Collection"
"230",523931,"Megalodon","Megalodon","en","A military vessel on the search for an unidentified submersible finds themselves face to face with a giant shark, forced to use only what they have on board to defend themselves from the monstrous beast.","Danger Is Rising!",2018-08-10,"/hES2eVAbVt08JJTqgu3jmI34Yxx.jpg",60.183,223,5.7,130178,5303,90,"Released",FALSE,"/fXFQnOSbybaU9h2kJ3jtRUU4OpA.jpg","Action, Horror, Science Fiction, TV Movie",870234,"Megalodon Collection"
"231",575088,"Яга. Кошмар тёмного леса","Baba Yaga: Terror of the Dark Forest","ru","The young family who moved to a new apartment on the outskirts of the city. The nanny hired by them for the newborn daughter quickly gained confidence. However, the older boy, Egor, talks about the frightening behavior of a woman, but his parents do not believe him. The surveillance cameras installed by the father for comfort only confirm everything is in order. Then one day, Egor, returning home, finds no trace of either the nanny or the little sister, and the parents are in a strange trance and do not even remember that they had a daughter. Then Egor, together with his friends, goes in search, during which it turns out that the nanny is an ancient Slavic demon, popularly known as Baba Yaga.",NA,2020-02-27,"/8m5HTXzwewlfXhtZtLlLts53YTW.jpg",59.92,187,5.9,0,0,96,"Released",FALSE,"/rc8WAwoTTZ5HDUDBiKhIohbl57A.jpg","Horror",NA,NA
"232",524251,"I See You","I See You","en","When a 12-year-old boy goes missing, lead investigator Greg Harper struggles to balance the pressure of the investigation and troubles with his wife, Jackie. Facing a recent affair, great strain is put on the family that slowly gnaws away at Jackie's grip on reality. But after a malicious presence manifests itself in their home and puts their son, Connor, in mortal danger, the cold, hard truth about evil in the Harper household is finally uncovered.","Evil Hides In Plain Sight",2019-09-11,"/2LwamrHAmxqEHsT9JViFJxT08Ek.jpg",59.919,1041,7,3e+06,0,98,"Released",FALSE,"/oIJenVsuK42zgfJd8E1hZqId3s5.jpg","Crime, Horror, Mystery, Thriller",NA,NA
"233",24150,"Halloween II","Halloween II","en","Laurie Strode struggles to come to terms with her brother Michael's deadly return to Haddonfield, Illinois. Meanwhile, Michael prepares for another reunion with his sister.","Family Is Forever",2009-08-28,"/vSHPM4LQDpWdQrD5KZWK6wNqSOD.jpg",59.789,1120,5.4,1e+07,39421467,105,"Released",FALSE,"/4UiNo0vUAKLgO9xq1JKYsGQ9avo.jpg","Horror",126209,"Halloween (Rob Zombie Series) Collection"
"234",340382,"進撃の巨人 ATTACK ON TITAN エンド オブ ザ ワールド","Attack on Titan II: End of the World","ja","Eren leaves to restore a break in the wall destroyed by a Titan. He comes under attack by the Titans and is cornered. Shikishima comes to his aid. The titans never stops attacking.  Eren is now injured and tries to protect Armin, but is swallowed by a titan. A Titan with black hair appears and begins to expel the other titans.","The world is merciless.",2015-09-01,"/dwsoUEJvDpN00rJJ1bR6DrJ5JjF.jpg",59.771,232,5.9,0,0,87,"Released",FALSE,"/bnuBhHLzsRapDWheh9kwNn6qZnp.jpg","Action, Fantasy, Horror, Science Fiction",370411,"Attack on Titan Collection"
"235",16871,"Drag Me to Hell","Drag Me to Hell","en","After denying a woman the extension she needs to keep her home, loan officer Christine Brown sees her once-promising life take a startling turn for the worse. Christine is convinced she's been cursed by a Gypsy, but her boyfriend is skeptical. Her only hope seems to lie in a psychic who claims he can help her lift the curse and keep her soul from being dragged straight to hell.","Christine Brown has a good job, a great boyfriend, and a bright future. But in three days, she's going to hell.",2009-03-15,"/oSzWs398C1TYvFvXoA9eEAqPwuX.jpg",59.708,3052,6.4,3e+07,90810892,99,"Released",FALSE,"/3tvwsRSIDgwJuaGdh67XZ942UMy.jpg","Horror, Thriller",NA,NA
"236",839440,"Dinosaur Hotel","Dinosaur Hotel","en","Sienna is desperate to win a large cash prize in a secret underground game show. However, Dinosaur's begin to hunt her down for the entertainment of the rich and wealthy. Can she be the last to survive the horrific night to win the prize?","The hunt is on. And you're the prey.",2021-06-11,"/qISzj26R3LnsChQcXQKnuyxQQhK.jpg",59.573,63,5.2,0,0,77,"Released",FALSE,"/nkgHOrbwZfuPua7QsO9chYNodl.jpg","Horror, Mystery, Science Fiction",988584,"Dinosaur Hotel"
"237",11237,"Anacondas: The Hunt for the Blood Orchid","Anacondas: The Hunt for the Blood Orchid","en","The blood orchid - a rare flower that could hold the secret of eternal life and be worth a fortune to the company that finds it. Led by a pharmaceutical research team, a scientific expedition sets out to explore deep into the jungles of Borneo to locate and bring back samples of the legendary plant. Battling through rainstorms to make their way upriver, the group encounters poisonous insects and a ferocious crocodile, only to discover they're being stalked by an even greater danger: a gathering of giant anacondas! Heat-sensing, fifty-foot-long flesh-eaters that'll go after anyone that crosses their path!","The hunters will become the hunted.",2004-08-26,"/gTlVy3wUApAanIAPdx3yz0YOROD.jpg",59.552,765,5.4,0,0,96,"Released",FALSE,"/2zg3nm55gMUi5lFzCdXMjnYJjS9.jpg","Action, Adventure, Horror",105995,"Anaconda Collection"
"238",14001,"Dead Silence","Dead Silence","en","Jamie returns to his hometown in search of answers to his wife's murder, which occurred after receiving a weird package containing a ventriloquist dummy named Billy, which may be linked to the legend of ventriloquist Mary Shaw. Destined to find out the truth, Jamie goes to the town of Raven's Fair, where Shaw used to perform and is buried. But Jamie is in for more than he expected.","You scream. You die.",2007-03-16,"/jovXaCasPvShaQbN8VgS9QkAmo3.jpg",59.495,1893,6.4,2e+07,22217407,89,"Released",FALSE,"/18dQ1qE9MWGz1JBH8Kkrfm6RwT7.jpg","Horror",NA,NA
"239",214,"Saw III","Saw III","en","Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scramble to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.","Suffering? You Haven't Seen Anything Yet...",2006-10-27,"/wvdsqBqFrAcUvp9VNdhQkmgBhL5.jpg",59.343,3653,6.4,1e+07,164874275,114,"Released",FALSE,"/qx8Pb3nVnHLBizI9792pbRN5nnm.jpg","Crime, Horror, Thriller",656,"Saw Collection"
"24",864370,"咒","Incantation","zh","Inspired by a true story of a family who believed they were possessed by spirits, this film follows a woman who must protect her child from a curse.  WARNING: This is a cursed video, it might contain certain risks to watch. For those who dares to follow, please solve the puzzle of my daughter's curse with me.","Do you believe in blessings?",2022-03-18,"/6zltP23zLGPogsHZUazSrrwNuKs.jpg",313.282,339,6.9,0,5700000,111,"Released",FALSE,"/vqEX1uF3Spl12rOACQ3gJ6j4MSR.jpg","Horror",NA,NA
"240",4488,"Friday the 13th","Friday the 13th","en","Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.","They were warned...They are doomed...And on Friday the 13th, nothing will save them.",1980-05-09,"/HzrPn1gEHWixfMOvOehOTlHROo.jpg",58.957,2289,6.4,550000,59754601,95,"Released",FALSE,"/e5Z35sfdHd3bnUdrzKPEvgcx4Db.jpg","Horror",9735,"Friday the 13th Collection"
"241",530385,"Midsommar","Midsommar","en","Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.","Let the festivities begin.",2019-07-03,"/eycO6M2s38xO1888Gq2gSrXf0A6.jpg",58.67,5237,7.1,9e+06,47980982,147,"Released",FALSE,"/aAM3cQmYGjjLQ24m0F0RWfjKQ57.jpg","Drama, Horror, Mystery",NA,NA
"242",338967,"Zombieland: Double Tap","Zombieland: Double Tap","en","Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",NA,2019-10-09,"/ayds6ZnMCEhgtoDbm0EVtYmzyzk.jpg",58.248,4691,7,4.2e+07,122801777,99,"Released",FALSE,"/e7tMI0zVKJB2TS74TaBifIZIkCp.jpg","Comedy, Horror",537982,"Zombieland Collection"
"243",11361,"Halloween 5: The Revenge of Michael Myers","Halloween 5: The Revenge of Michael Myers","en","Presumed dead after a shoot-out with the Haddonfield police, Michael Myers is secretly nursed back to health -- and returns a year later to kill again and once more targets his young niece, Jamie. Jamie is now recovering in the local children's hospital after attacking her stepmother and losing her voice. Her mental link with her evil uncle may be the key to uprooting her family tree.","Michael Lives, And This Time They're Ready!",1989-10-12,"/q5UJwGFACxd9QGzUljRWq1HCM6J.jpg",58.22,927,5.4,3e+06,11642254,97,"Released",FALSE,"/ynpPgJrdHmEbFICkfPlHwQiPo04.jpg","Horror, Thriller",91361,"Halloween Collection"
"244",36647,"Blade","Blade","en","The Daywalker known as ""Blade"" - a half-vampire, half-mortal man - becomes the protector of humanity against an underground army of vampires.","Part man. Part vampire. All hero.",1998-08-21,"/PDuKQeQkRHkdx7rY147VBVN5Ef.jpg",57.899,4965,6.7,4.5e+07,131183530,121,"Released",FALSE,"/hZnnUq0mrUQ3e54SJVca4mf2oAQ.jpg","Action, Horror",735,"Blade Collection"
"245",43947,"I Spit on Your Grave","I Spit on Your Grave","en","Jennifer is a writer working on a new novel and, needing to get out of the city to finish it, hires a riverside apartment in upstate New York to finish her book—attracting the attention of a number of rowdy male locals.","It's date night.",2010-06-17,"/4VZ9eqel8Fsp54KMnesr3xIc67N.jpg",57.811,1836,6.5,2e+06,572809,108,"Released",FALSE,"/2hHkKgw9DW0pX0NLO4l8ds41p5M.jpg","Crime, Horror, Thriller",219691,"I Spit on Your Grave Collection"
"246",30497,"The Texas Chain Saw Massacre","The Texas Chain Saw Massacre","en","When Sally hears that her grandfather's grave may have been vandalized, she and her paraplegic brother, Franklin, set out with their friends to investigate. After a detour to their family's old farmhouse, they discover a group of crazed, murderous outcasts living next door. As the group is attacked one by one by the chainsaw-wielding Leatherface, who wears a mask of human skin, the survivors must do everything they can to escape.","Who will survive and what will be left of them?",1974-10-01,"/9s8uSm5K1W0vhGPHv2icM6SFib8.jpg",57.809,2525,7.3,85000,30900000,83,"Released",FALSE,"/1I1cFIKnXEdaOfN4597Y91oNXyo.jpg","Horror",111751,"Texas Chainsaw Massacre Collection"
"247",793967,"Phobias","Phobias","en","Five dangerous patients, suffering from extreme phobias at a government testing facility, are put to the ultimate test under the supervision of a crazed doctor and his quest to weaponize fear.","What do you fear?",2021-02-28,"/zpecci4IooFiwMVGknhm8Jz2FHo.jpg",57.696,35,5.2,0,0,85,"Released",FALSE,"/4pPReWGKlZE0yDsLOQ34WKyySZK.jpg","Horror, Thriller",NA,NA
"248",22970,"The Cabin in the Woods","The Cabin in the Woods","en","Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods.","You think you know the story.",2012-04-12,"/zZZe5wn0udlhMtdlDjN4NB72R6e.jpg",57.429,6741,6.6,3e+07,71041255,95,"Released",FALSE,"/5iiVfPS6LsAqmVQVOzhyCHhCFgU.jpg","Fantasy, Horror",NA,NA
"249",732713,"Evil Eye","Evil Eye","en","A seemingly perfect romance turns dark when a mother becomes convinced her daughter’s new boyfriend has a sinister connection to her own past.","Trust your mother's instincts.",2020-04-01,"/lhExfe0yTZL2DRVkou9hnNlOcc9.jpg",57.106,135,5.5,0,0,90,"Released",FALSE,"/xTGJ4ZPDLoCIJkTjDkb0d1j7AUI.jpg","Horror, Mystery, Thriller",NA,NA
"25",756681,"Veneciafrenia","Veneciafrenia","es","A group of spanish tourists in Venice finds themselves fighting for their lives against locals that are not too keen on foreigners.",NA,2022-04-22,"/luMC56bwZqaECYRz6X7sXjqN6nd.jpg",302.239,133,6.1,0,0,100,"Released",FALSE,"/egS5SHI4Ppwmb65lUjqsy79ASnN.jpg","Horror",NA,NA
"250",714277,"La funeraria","The Funeral Home","es","Bernardo is an undertaker. He runs his mortuary business in the same house where he resides. In the front, he has his clients. And in the back, his dysfunctional family lives amongst coffins, wreaths, and the mischievous but nonviolent ghosts that visit on a daily basis. But when a malevolent entity enters the scene, it wreaks havoc on the already fractured household.","Dare you visit?",2021-04-15,"/1rlgIzw129hEl46bFaJZ7wpEEZZ.jpg",56.856,24,4.5,0,0,86,"Released",FALSE,"/3GW0A72MxsSgghqpjc2O2MvO8Ec.jpg","Horror",NA,NA
"251",611651,"Sator","Sator","en","Secluded in a desolate forest, a broken family is observed by Sator, a supernatural entity who is attempting to claim them.","After you have suffered, he will find you.",2019-07-21,"/p0OgWKpcRYboZOmuozorfvQt0qL.jpg",56.6,84,5.2,0,130023,85,"Released",FALSE,"/lch8GEMczkpRabis40Uhw8zkVA9.jpg","Horror",NA,NA
"252",1091,"The Thing","The Thing","en","Members of an American scientific research outpost in Antarctica find themselves battling a parasitic alien organism capable of perfectly imitating its victims. They soon discover that this task will be harder than they thought, as they don't know which members of the team have already been assimilated and their paranoia threatens to tear them apart.","Man is The Warmest Place to Hide.",1982-06-25,"/tzGY49kseSE9QAKk47uuDGwnSCu.jpg",56.545,5566,8,1.5e+07,19629760,109,"Released",FALSE,"/3eb63ISwxqVaJbSbkgUNfrfB2NS.jpg","Horror, Mystery, Science Fiction",479888,"The Thing Collection"
"253",441701,"Verónica","Veronica","es","Madrid, June 1991. After celebrating a session of Ouija with her friends, Verónica is besieged by dangerous supernatural presences that threaten to harm her entire family.","Someone answered your call.",2017-08-25,"/xHP6mYLQKbJY9pg99PGoGKmmBZX.jpg",56.39,1474,6.2,0,0,105,"Released",FALSE,"/lVYDlp2yC9tCIxGyI8nY7cX4oFB.jpg","Horror",955781,"Veronica Collection"
"254",406563,"Insidious: The Last Key","Insidious: The Last Key","en","Parapsychologist Elise Rainier and her team travel to Five Keys, NM, to investigate a man’s claim of a haunting. Terror soon strikes when Rainier realizes that the house he lives in was her family’s old home.","Fear comes home.",2018-01-03,"/nb9fc9INMg8kQ8L7sE7XTNsZnUX.jpg",56.103,2313,6.2,1e+07,167184112,103,"Released",FALSE,"/PwI3EfasE9fVuXsmMu9ffJh0Re.jpg","Horror, Mystery, Thriller",228446,"Insidious Collection"
"255",839678,"Unhuman","Unhuman","en","After their school bus crashes, a group of high school students is thrown into a terrifying fight for survival as they try to take down a group of unhuman savages… before they kill each other first.","The dead will have this club for breakfast.",2022-06-03,"/a0YCxxFhZSczKrw3FHDV0nTyHb5.jpg",56,59,5.7,0,0,87,"Released",FALSE,"/h1NOeI3S6TgBqyzxKdlfkiqEpcR.jpg","Comedy, Horror",NA,NA
"256",675327,"Shadow in the Cloud","Shadow in the Cloud","en","A WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.","Every mission has its demons.",2020-12-31,"/t7EUMSlfUN3jUSZUJOLURAzJzZs.jpg",55.991,652,5.7,0,1025190,83,"Released",FALSE,"/aHYUj0hICtWZ5tPiCIm6pWUcjYK.jpg","Action, Horror, War",NA,NA
"257",76617,"Texas Chainsaw 3D","Texas Chainsaw 3D","en","A young woman learns that she has inherited a Texas estate from her deceased grandmother. After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion’s dank cellars.","Evil wears many faces.",2013-01-03,"/dwIQ7WDCSiIcNdbferTcU7uI0KV.jpg",55.817,1346,5.5,1e+07,0,92,"Released",FALSE,"/eoIQMUeJDOG41way1pb5TjiPFFf.jpg","Horror, Thriller",111751,"Texas Chainsaw Massacre Collection"
"258",72571,"Paranormal Activity 3","Paranormal Activity 3","en","In 1988, young sisters Katie and Kristi befriend an invisible entity who resides in their home.","It Runs In The Family.",2011-10-19,"/9nYranPiWdNmbD5PRPPSL7VUFTS.jpg",55.508,1878,5.9,5e+06,207039844,94,"Released",FALSE,"/oYmgOhICbuhEEVvdQlD6YF8VwDn.jpg","Horror, Mystery",41437,"Paranormal Activity Collection"
"259",792657,"Safer at Home","Safer at Home","en","Two years into the pandemic, a group of friends throw an online party with a night of games, drinking and drugs. After taking an ecstasy pill, things go terribly wrong and the safety of their home becomes more terrifying than the raging chaos outside.","Isolation is a killer.",2021-02-26,"/2mfnSVdDartB6TJ3k7Qyn0zMzKu.jpg",55.177,116,5.5,0,0,82,"Released",FALSE,"/2kmAwtw3RqFX0vJq7hKrIkGth1L.jpg","Horror, Thriller",NA,NA
"26",632727,"Texas Chainsaw Massacre","Texas Chainsaw Massacre","en","After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic influencers who accidentally disrupt his carefully shielded world in a remote Texas town.","The face of madness returns.",2022-02-18,"/e8vYPpkUJpf5Ils99kxF0Ev73ay.jpg",293.443,958,5.3,2e+07,0,83,"Released",FALSE,"/aTSA5zMWlVFTYBIZxTCMbLkfOtb.jpg","Horror, Thriller",111751,"Texas Chainsaw Massacre Collection"
"260",842033,"괴기맨숀","Ghost Mansion","ko","Horror webtoon writer Ji-woo arrives at a shabby apartment called Gwanglim Mansion in search of ideas. The middle-aged caretaker with an expressionless facial expression unravels a bundle of strange events that happened in the apartment, and rooms 504, 708 The more Ji-woo hears the story, the more he becomes obsessed with the Ghost Mansion.","Welcome to the haunted mansion.",2021-06-30,"/yoSP4Gh9sr9csceRGlnaByeQJDL.jpg",55.108,94,7.3,0,0,106,"Released",FALSE,"/vsuWCy3h7uQNI4K24KvUuz4FVvw.jpg","Horror",NA,NA
"261",663,"Saw IV","Saw IV","en","Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences.","You think it is over...but the games have just begun",2007-10-25,"/e3pLI0qN1AKGHwOcMuwTpyI2SLN.jpg",54.942,3038,6.2,1e+07,139352633,96,"Released",FALSE,"/yi0tfJBw9icvlWTXvjLqpEeSTia.jpg","Crime, Horror, Thriller",656,"Saw Collection"
"262",901385,"Significant Other","Significant Other","en","Ruth and Harry decide to take a romantic backpacking trip through the Pacific Northwest, but amongst the beautiful scenery, Ruth makes an unexpected discovery that sets her off on a strange, frightening new path. The couple aren't alone in the woods, and they might not be the same when they come out...if they come out.","Do you really know the one you love?",2022-10-06,"/liGvBdUsyOfiTJjNCD55JJfISzb.jpg",54.799,3,6.3,0,0,84,"Released",FALSE,"/qyc3WpSIOgErAZu0p2UrEho8LtG.jpg","Horror, Science Fiction, Thriller",NA,NA
"263",576004,"Porno","Porno","en","When a group of naive teens working at a movie theater in a small Christian town discover a mysterious film hidden in its basement, they unleash an alluring succubus who gives them a sex education…written in blood.","If you use it, you'll lose it...",2019-06-28,"/1X6BxBlHqA8VdFrLwmeSiNSEpEB.jpg",54.413,249,6.4,0,0,98,"Released",FALSE,"/1zgugDjeC24ip242hEETR9CaUar.jpg","Comedy, Horror",NA,NA
"264",284303,"Ich seh, Ich seh","Goodnight Mommy","de","In the heat of the summer lays a lonesome house in the countryside where nine year old twin brothers await their mother’s return.  When she comes home, bandaged after cosmetic surgery, nothing is like before and the children start to doubt whether this woman is actually who she says she is.","A mother should look out for her sons.",2014-10-07,"/u3G2gF7M9dmH4Vcs54PUjieOi0C.jpg",54.063,1294,6.7,0,2193474,100,"Released",FALSE,"/lVXzDzVk4IFoPyqLDdYSq93ZMAp.jpg","Drama, Horror, Mystery, Thriller",NA,NA
"265",480157,"House of the Witch","House of the Witch","en","A group of high-school kids set out to play a Halloween prank at an abandoned house, but once they enter they become victims of a demonic witch who has set her wrath upon them.","This House Belongs to Her",2017-10-07,"/cg6xjZOnGsYYqC7SH3o8oJV9Vr1.jpg",53.773,120,4.7,0,0,90,"Released",FALSE,"/3Z8TQeeB4wC5zEXw4XugyO0upLV.jpg","Horror, TV Movie",NA,NA
"266",357096,"I Spit on Your Grave III: Vengeance is Mine","I Spit on Your Grave III: Vengeance is Mine","en","Jennifer Hills is still tormented by the brutal sexual assault she endured years ago. She’s changed identities and cities, reluctantly joining a support group where she begins to piece together a new life. But when her new friend’s murderer goes free and the tales of serial rapists haunt her, Jennifer will hunt down the men responsible and do what the system won’t – make them pay for their crimes in the most horrific ways imaginable. Only this time, no jury may be able to save her.","Vengeance is a bitch",2015-10-01,"/jG5GDIcqiqHXkvINZSjyzBUO2vH.jpg",53.578,781,5.7,0,0,91,"Released",FALSE,"/agdGGSaubBlJJB9cy3EIdOUwGPw.jpg","Horror, Thriller",219691,"I Spit on Your Grave Collection"
"267",300668,"Annihilation","Annihilation","en","A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.","Fear what's inside.",2018-02-22,"/4YRplSk6BhH6PRuE9gfyw9byUJ6.jpg",53.42,7378,6.4,4e+07,43070915,115,"Released",FALSE,"/vYs1YGalB8IEXxdxDtqkL0vfHjO.jpg","Horror, Science Fiction",NA,NA
"268",340102,"The New Mutants","The New Mutants","en","Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.","It's time to face your demons.",2020-08-26,"/xZNw9xxtwbEf25NYoz52KdbXHPM.jpg",53.323,2819,6.2,6.7e+07,49169594,94,"Released",FALSE,"/eCIvqa3QVCx6H09bdeOS8Al2Sqy.jpg","Action, Horror, Mystery, Science Fiction",NA,NA
"269",9793,"The Hills Have Eyes 2","The Hills Have Eyes 2","en","A group of National Guard trainees find themselves battling against a vicious group of mutants on their last day of training in the desert.","Help isn't coming.",2007-03-22,"/kvwuqoHUpPwZv8VWMh38pSCJLct.jpg",53.301,1175,5.5,1.5e+07,37697773,89,"Released",FALSE,"/9V529yHwmYay2wmYo0YcgUijeJO.jpg","Horror, Thriller",8918,"The Hills Have Eyes (Reboot) Collection"
"27",646385,"Scream","Scream","en","Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.","It's always someone you know.",2022-01-12,"/1m3W6cpgwuIyjtg5nSnPx7yFkXW.jpg",291.196,1732,6.7,2.4e+07,1.4e+08,114,"Released",FALSE,"/ifUfE79O1raUwbaQRIB7XnFz5ZC.jpg","Horror, Mystery, Thriller",2602,"Scream Collection"
"270",1562,"28 Weeks Later","28 Weeks Later","en","The inhabitants of the British Isles have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.","When days turn to weeks... the horror returns.",2007-04-26,"/ja8nzgtzhJq0vtX3BJcnbceIxCF.jpg",53.104,3514,6.6,1.5e+07,65048678,100,"Released",FALSE,"/PN7yjmQdmG0J62jsrtmrPi8ezK.jpg","Horror, Science Fiction, Thriller",1565,"28 Days/Weeks Later Collection"
"271",300669,"Don't Breathe","Don't Breathe","en","A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong.","In the dark the blind man is king.",2016-06-08,"/8fIgsHFQtg47xxN7SBwZkg0tZJn.jpg",53.069,6387,7,9900000,159047649,89,"Released",FALSE,"/bbwS32U9apV3c1fInFkyG1oi7L2.jpg","Horror, Thriller",748919,"Don't Breathe Collection"
"272",19912,"The Final Destination","The Final Destination","en","After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.","Rest In Pieces.",2009-08-26,"/5vxXrr1MqGsT4NNeRITpfDnl4Rq.jpg",53.023,2670,5.6,4e+07,186167139,82,"Released",FALSE,"/6LGX6bPhMEsuwi8CsfSBqnB1qnN.jpg","Horror, Mystery",8864,"Final Destination Collection"
